str_yes|Oui.
; str_reg4_killed_reg5_wounded_reg6_routed|{reg4} killed or seriously wounded, {reg5} minor wounded, {reg6} routed
; str_reg4_killed_reg5_routed|{reg4} killed or seriously wounded, {reg5} routed
; str_reg4_killed_reg5_wounded|{reg4} killed or seriously wounded, {reg5} minor wounded
; str_reg4_wounded_reg5_routed|{reg4} minor wounded, {reg5} routed
str_s4_awarded_to_s5|{s4} accordé à {s5}
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|Calcul d'une sortie pour {s4}, force de {reg3} contre {reg4} ennemis
str_current_wealth_reg1_taxes_last_collected_from_s4|Richesses actuelles : {reg1}. Derniers impôts perçus de {s4}
str_no_relation|aucune relation
str_wife|femme
str_husband|mari
str_father|père
str_mother|mère
str_daughter|fille
str_son|fils
str_sister|sœur
str_brother|frère
str_niece|nièce
str_nephew|neveu
str_aunt|tante
str_uncle|brave oncle
str_cousin|{reg4?cousine:cousin}
str_daughterinlaw|belle-fille
str_soninlaw|beau-fils
str_motherinlaw|belle-mère
str_fatherinlaw|beau-père
str_sisterinlaw|belle-sœur
str_brotherinlaw|beau-frère
str_print_party_members_entered|noter les membres du groupe qui sont entrés
str_num_companion_stacks_=_reg10|nombre total de compagnons = {reg10}
str_someone|quelqu'un
; str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|I take what work I can, {reg59?madame:sir}. I carry water, or help the merchants with their loads, or help build things, if there are things to be built.
; str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {reg59?madame:sir}. There's no work to be had around here these days.
; str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {reg59?madame:sir}. I have no land of my own, and there's no work to be had around here these days.
; str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|Why, I'm still living off of your kindness and goodness, {reg59?madame:sir}. Hopefully there will be work, shortly.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|Je travaille dans les champs de céréales, à l'extérieur des remparts. Mais nos récoltes sont insuffisantes pour satisfaire nos besoins et nous devons importer des céréales de la campagne environnante.
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|Je travaille principalement dans les champs pour récolter des céréales. À la ville, on les moud pour faire du pain ou de la bière. On peut aussi en faire de la bouillie.
; str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|I work in the breweries, making ale. The poor folk drink a lot of it, as it's cheaper than mead. We make it with grain brought in from the countryside.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|Je travaille dans un moulin. On y produit la farine qui permet de faire du pain. Le pain, c'est bon marché, c'est nourrissant et ça remplit l'estomac.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|Je m'occupe du bétail. La viande est séchée et salée pour être conservée, et les peaux sont envoyées dans les villes pour y être transformées en cuir. Le lait sert aussi à faire du fromage.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|Je m'occupe du bétail. La viande est séchée et salée pour être conservée, et les peaux sont envoyées dans les villes pour y être transformées en cuir. Le lait sert aussi à faire du fromage.
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|Je m'occupe de moutons. La laine est envoyée dans les villes, chez les tisserands, pour faire du tissu. Les sujets malsains des troupeaux sont éliminés et transformés en saucisses.
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|Je file la laine sur un métier à tisser. La laine, c'est bon marché et ça tient chaud.
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|Je travaille sur un bateau de pêche. Nous salons et fumons le poisson pour le vendre à l'intérieur des terres.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|Je récolte du sel dans une saline voisine. Tout le monde a besoin de sel pour conserver la viande et le poisson.
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|J'extrais du fer dans un filon situé sur une colline voisine. Le fer sert à fabriquer des outils, des armes et d'autres objets utiles.
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|Je fabrique des poteries dont les gens se servent pour stocker des céréales et transporter de l'eau.
; str_trade_explanation_tools|I work in a smithy, {reg59?madame:sir}, making all sorts of ironware -- knives, axes, pots, plough-blades, scythes, hammers, anvils, tongs, adzes, saws, nails, horseshoes, firesteel, braziers, and of course arms and armor for your excellencies.
; str_trade_explanation_tar|I work in a tar kiln, producing tar from pine wood brought in from the countryside. If you can afford it, our tar has a hundred uses – to waterproof sails and boats or to protect leather.
; str_trade_explanation_linen|I weave linen, using flax brought in from the surrounding countryside. It's makes a tough, light fabric, {reg59?madame:sir} -- good for summer clothing, sails for boats, and the like.
; str_trade_explanation_silver|I work in one of this town's silver smithies, carefully making the jewelry for which we are known. We use the precious metal brought from the German silver mines of the Harz Mountains, to make of it the finest and most expensive ornaments that can be found in the land.
; str_trade_explanation_mead|I work in a mead factory, collecting honey from the beehives to put into barrels. I mix it with pure water, for fermenting. Mead is cheaper than wine and more renowned than beer. No feast can be held without it.
; str_trade_explanation_apples|I'm just coming in from the orchards, where we grow apples. We dry them for storage, or it can also be made into cider or vinegar.
; str_trade_explanation_barley|I work in the barley fields, growing corn to feed the cattle and to make ale to quench the thirst of the commons.
; str_trade_explanation_ivory|I sail to the far north to hunt walrus on the remote beaches of the icy land beyond the ocean. These marine beast have two prominent tusks of fine ivory. Back home, carvers make a lot of precious objects with this hard, expensive and pure white material.
; str_trade_explanation_leatherwork|I work in the tanneries outside the walls, turning cured hides from the countryside into good, supple leather. It's foul work, and I come home stinking of urine, dung, and lime -- but that's where your boots, saddles, and bridles come from, {reg59?my lady:sir}.
; str_trade_explanation_flax|I sew and harvest linseed, and rot the stems to make flax fibers. That's the source of your fine linens, {reg59?my lady:sir} -- a rotting pit on the edge of a field.
; str_trade_explanation_soapstone|I work in a quarry of soapstone. This stone can be hewed directly from the rock face and shaped to be sold here and abroad. Soapstone is relatively soft and can be easily carved, so it’s used for sculpture or bowls.
; str_trade_explanation_venison|I hunt deer in the forest and work in a smokehouse, in which I smoke meat to preserve it for long periods. During the cold season, and even in summer, venison is the finest meal you can eat.
; str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15|{s14} I hear that you can find a good price for it in {s15}.
str_s2s_rebellion|Rébellion de {s2}
str_political_suggestion|Suggestion politique
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless|Instabilité : {reg0} % des seigneurs sont mécontents et {reg1} % montrent des signes de nervosité.
; str_reg1shehe_is_prisoner_of_s1|{reg1?She:He} is prisoner of the {s1}.
str_s39_rival|{s39} ({rival/rivale})
str_s41_s39_rival|{s41}, {s39} ({rival/rivale})
; str_reputation_cheat_mode_only_martial_|Reputation (cheat mode only): Martial^
; str_reputation_cheat_mode_only_debauched_|Reputation (cheat mode only): Debauched^
; str_reputation_cheat_mode_only_pitiless_|Reputation (cheat mode only): Pitiless^
; str_reputation_cheat_mode_only_calculating_|Reputation (cheat mode only): Calculating^
; str_reputation_cheat_mode_only_quarrelsome_|Reputation (cheat mode only): Quarrelsome^
; str_reputation_cheat_mode_only_goodnatured_|Reputation (cheat mode only): Good-natured^
; str_reputation_cheat_mode_only_upstanding_|Reputation (cheat mode only): Upstanding^
; str_reputation_cheat_mode_only_conventional_|Reputation (cheat mode only): Conventional^
; str_reputation_cheat_mode_only_adventurous_|Reputation (cheat mode only): Adventurous^
; str_reputation_cheat_mode_only_romantic_|Reputation (cheat mode only): Romantic^
; str_reputation_cheat_mode_only_moralist_|Reputation (cheat mode only): Moralist^
; str_reputation_cheat_mode_only_ambitious_|Reputation (cheat mode only): Ambitious^
; str_reputation_cheat_mode_only_reg11_|Reputation (cheat mode only): {reg11}^
; str_reputation_only_martial_|As far as you know, his personality seems to be Martial^
; str_reputation_only_debauched_|As far as you know, his personality seems to be Debauched^
; str_reputation_only_pitiless_|As far as you know, his personality seems to be Pitiless^
; str_reputation_only_calculating_|As far as you know, his personality seems to be Calculating^
; str_reputation_only_quarrelsome_|As far as you know, his personality seems to be Quarrelsome^
; str_reputation_only_goodnatured_|As far as you know, his personality seems to be Good-natured^
; str_reputation_only_upstanding_|As far as you know, his personality seems to be Upstanding^
; str_reputation_only_conventional_|As far as you know, his personality seems to be Conventional^
; str_reputation_only_adventurous_|As far as you know, his personality seems to be Adventurous^
; str_reputation_only_romantic_|As far as you know, his personality seems to be Romantic^
; str_reputation_only_moralist_|As far as you know, his personality seems to be Moralist^
; str_reputation_only_ambitious_|As far as you know, his personality seems to be Ambitious^
; str_reputation_only_reg11_|Reputation (cheat mode only): {reg11}^
str_love_interest|intérêt pour l'amour
str_betrothed|{fiancé/fiancée}
str_other_relations_s40_|Autres relations : {s40}^
str_relation_with_liege_reg0_|Relation avec le suzerain : {reg0}^
str_sense_of_security_military_reg1_court_position_reg3_|Sentiment de sécurité : militaire {reg1}, position à la cour {reg3}^
str_political_details_s47_|Détails politiques :^{s47}^
str_the_s55|{s55}
str_travellers_on_the_road|voyageurs sur la route
str_a_short_while_ago|il y a peu de temps
str_one_day_ago|hier
str_two_days_day_ago|avant-hier
str_earlier_this_week|cette semaine
str_about_a_week_ago|il y a une semaine
str_about_two_weeks_ago|il y a deux semaines
str_several_weeks_ago|il y a plusieurs semaines
str_unknown_assailants|assaillants inconnus
; str_swadians|Britons
; str_vaegirs|Vikings
; str_khergits|Saxons
; str_nords|Angles
; str_rhodoks|Goidels
; str_sarranids|Picts
str_bandits|bandits
str_deserters|déserteurs
str_your_followers|vos partisans
str_we_have_heard_that_travellers_heading_to_s40_were_attacked_on_the_road_s46_by_s39|Nous avons appris que des voyageurs qui se rendaient à {s40} ont été attaqués sur la route {s46} par {s39}
str_we_have_heard_that_travellers_coming_from_s40_were_attacked_on_the_road_s46_by_s39|Nous avons appris que des voyageurs qui revenaient de {s40} ont été attaqués sur la route {s46} par {s39}
str_travellers_coming_from_s40_traded_here_s46|Des voyageurs venant de {s40} ont fait du commerce ici, {s46}
str_it_is_still_early_in_the_caravan_season_so_we_have_seen_little_tradings42|Nous n'en sommes qu'au début de la saison des caravanes, nous n'avons donc pas encore vu beaucoup de transactions.{s42}
str_there_has_been_very_little_trading_activity_here_recentlys42|L'activité commerciale est très calme ici ces temps-ci.{s42}
