str_yes|Tak.
; str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18} is thoroughly dishonorable and a compulsive spinner of intrigues, which I fear will drag us into wars or incite rebellions.
; str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18} disappoints me. I once scolded him for his rashness in battle, and he took offense. I do not care to apologize for my efforts to save his life and the lives of his men.
; str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18} squanders money and carouses in a way most unbefitting a noble. By doing so, he disgraces us all.
; str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18} has been speaking ill of me behind my back, or so they say.
; str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18} is a disgrace. {reg3?She:He} consorts with merchants, lends money at interest, uses coarse language, and shows no attempt to uphold the dignity of the honor bestowed upon {reg3?her:him}.
; str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18} has condemned me for engaging in commerce. What could possibly be wrong with that?
; str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18}, I have heard, has been encouraging seditious ideas among the peasantry -- a foolish move that endangers us all.
; str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18} has called me out for the way I deal with my tenants. Well, so be it. If I teach them that they are the equal of anyone with so-called 'gentle' blood, what is it to {reg3?her:him}?
; str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|a most gallant gentleman, who knows how to treat a lady
; str_a_base_cad|a base cad
; str_a_man_who_treats_me_as_his_equal_which_is_rare|a man who treats me as his equal, which is rare
; str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|appears to value me with his estate and his horse as prizes worth having
; str_a_bit_dull_but_what_can_you_expect|a bit dull, but what can you expect...
; str_the_man_whom_destiny_intends_for_me|the man whom destiny intends for me
; str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl|is not right for me - I cannot say why, but he makes my skin crawl
; str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world|is a man who clearly intends to make his mark in the world
; str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he|is a lay-about, a naif, prey for others who are cleverer than he
; str_is_a_man_of_stalwart_character|is a man of stalwart character
; str_appears_to_be_a_man_of_low_morals|appears to be a man of low morals
; str_appears_to_be_a_man_who_lacks_selfdiscipline|appears to be a man who lacks self-discipline
; str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available|Bandits attacked a party on the roads, so a bounty is probably available
; str_s11_relocates_to_s10|{s11} relocates to {s10}.
; str__i_must_attend_to_this_matter_before_i_worry_about_the_affairs_of_the_realm| I must attend to this matter before I worry about the affairs of the realm.
; str_the_other_matter_took_precedence|The other matter took precedence.
; str_i_cannot_leave_this_fortress_now_as_it_is_under_siege|I cannot leave this fortress now, as it is under siege.
; str_after_all_we_are_under_siege|After all, we are under siege.
; str_we_are_not_strong_enough_to_face_the_enemy_out_in_the_open|We are not strong enough to face the enemy out in the open.
; str_i_should_probably_seek_shelter_behind_some_stout_walls|I should probably seek shelter behind some stout walls.
; str_enemies_are_reported_to_be_nearby_and_we_should_stand_ready_to_either_man_the_walls_or_sortie_out_to_do_battle|Enemies are reported to be nearby, and we should stand ready to either man the walls or sortie out to do battle.
; str_the_enemy_is_nearby|The enemy is nearby.
; str_as_the_marshal_i_am_assembling_the_army_of_the_realm|As the marshal, I am assembling the army of the realm.
; str_as_the_marshal_i_am_assembling_the_army_of_the_realm_and_travel_to_lands_near_s10_to_inform_more_vassals|As the marshal, I am assembling the army of the realm. We are travelling to the region of {s10} to inform more vassals.
; str_i_intend_to_assemble_the_army_of_the_realm|I intend to assemble the army of the realm.
; str_as_the_marshal_i_am_leading_the_siege|As the marshal, I am leading the siege.
; str_i_intend_to_begin_the_siege|I intend to begin the siege.
; str_as_the_marshal_i_am_leading_our_raid|As the marshal, I am leading our raid.
; str_i_intend_to_start_our_raid|I intend to start our raid.
; str_as_the_marshal_i_am_leading_our_forces_in_search_of_the_enemy|As the marshal, I am leading our forces in search of the enemy.
; str_i_intend_to_lead_our_forces_out_to_find_the_enemy|I intend to lead our forces out to find the enemy.
; str_as_the_marshal_i_am_leading_our_forces_to_engage_the_enemy_in_battle|As the marshal, I am leading our forces to engage the enemy in battle.
; str_i_intend_to_lead_our_forces_out_to_engage_the_enemy|I intend to lead our forces out to engage the enemy.
; str_i_dont_have_enough_troops_and_i_need_to_get_some_more|I don't have enough troops, and I need to get some more.
; str_i_am_running_low_on_troops|I am running low on troops.
; str_we_are_following_your_direction|We are following your direction.
; str_i_need_to_make_preparations_for_your_wedding|I need to make preparations for your wedding.
; str_after_all_i_need_to_make_preparations_for_your_wedding|After all, I need to make preparations for your wedding.
; str_i_am_heading_to_the_site_of_our_wedding|I am heading to the site of our wedding.
; str_after_all_we_are_soon_to_be_wed|After all, we are soon to be wed!
; str_i_am_hosting_a_feast_there|I am hosting a feast there.
; str_i_have_a_feast_to_host|I have a feast to host.
; str_i_am_to_be_the_bridegroom_there|I am to be the bridegroom there.
; str_my_wedding_day_draws_near|My wedding day draws near.
; str_i_have_too_much_loot_and_too_many_prisoners_and_need_to_secure_them|I have too much loot and too many prisoners, and need to secure them.
; str_i_should_think_of_dropping_off_some_of_my_prisoners|I should think of dropping off some of my prisoners.
; str_i_need_to_reinforce_it_as_it_is_poorly_garrisoned|I need to reinforce it, as it is poorly garrisoned.
; str_there_is_a_hole_in_our_defenses|There is a hole in our defenses.
; str_i_am_following_the_marshals_orders|I am following the marshal's orders.
; str_the_marshal_has_given_me_this_command|The marshal has given me this command.
; str_i_am_answering_the_marshals_summons|I am answering the marshal's summons.
; str_our_realm_needs_my_support_there_is_enemy_raiding_one_of_our_villages_which_is_not_to_far_from_here_i_am_going_there|Our realm needs my support. There enemy is raiding one of our villages which is not too far from here. I am going there.
; str_the_marshal_has_issued_a_summons|The marshal has issued a summons.
; str_comradeinarms|comrade-in-arms.
; str_i_am_supporting_my_s11_s10|I am supporting my {s11} {s10}.
; str_i_believe_that_one_of_my_comrades_is_in_need|I believe that one of my comrades is in need.
; str_a_fortress_is_vulnerable|A fortress is vulnerable.
; str_i_believe_that_the_enemy_may_be_vulnerable|I believe that the enemy may be vulnerable.
; str_i_need_to_inspect_my_properties_and_collect_my_dues|I need to inspect my properties and collect my dues.
; str_it_has_been_too_long_since_i_have_inspected_my_estates|It has been too long since I have inspected my estates.
; str_my_men_are_weary_so_we_are_returning_home|My men are weary, so we are returning home.
; str_my_men_are_becoming_weary|My men are becoming weary.
; str_i_have_a_score_to_settle_with_the_lord_there|I have a score to settle with the lord there.
; str_i_am_thinking_of_settling_an_old_score|I am thinking of settling an old score.
; str_i_am_short_of_money_and_i_hear_that_there_is_much_wealth_there|I am short of money, and I hear that there is much wealth there.
; str_i_need_to_refill_my_purse_preferably_with_the_enemys_money|I need to refill my purse, preferably with the enemy's money.
; str_by_striking_at_the_enemys_richest_lands_perhaps_i_can_draw_them_out_to_battle|By striking at the enemy's richest lands, perhaps I can draw them out to battle!
; str_i_am_thinking_of_going_on_the_attack|I am thinking of going on the attack.
; str_perhaps_if_i_strike_one_more_blow_we_may_end_this_war_on_our_terms_|Perhaps, if I strike one more blow, we may end this war on our terms. 
; str_we_may_be_able_to_bring_this_war_to_a_close_with_a_few_more_blows|We may be able to bring this war to a close with a few more blows.
; str_i_wish_to_attend_the_feast_there|I wish to attend the feast there.
; str_there_is_a_feast_which_i_wish_to_attend|There is a feast that I wish to attend.
; str_there_is_a_fair_lady_there_whom_i_wish_to_court|There is a fair lady there, whom I wish to court.
; str_i_have_the_inclination_to_pay_court_to_a_fair_lady|I have the inclination to pay court to a fair lady.
; str_we_have_heard_reports_that_the_enemy_is_in_the_area|We have heard reports that the enemy is in the area.
; str_i_have_heard_reports_of_enemy_incursions_into_our_territory|I have heard reports of enemy incursions into our territory.
; str_i_need_to_spend_some_time_with_my_household|I need to spend some time with my household.
; str_it_has_been_a_long_time_since_i_have_been_able_to_spend_time_with_my_household|It has been a long time since I have been able to spend time with my household.
; str_i_am_watching_the_borders|I am watching the borders.
; str_i_may_be_needed_to_watch_the_borders|I may be needed to watch the borders.
; str_i_will_guard_the_areas_near_my_home|I will guard the areas near my home...
; str_i_am_perhaps_needed_most_at_home|I am perhaps needed most at home.
; str_i_cant_think_of_anything_better_to_do|I can't think of anything better to do...
; str_i_am_completing_what_i_have_already_begun|I am completing what I have already begun.
; str_i_dont_even_have_a_home_to_which_to_return|I don't even have a home to which to return.
; str__i_am_acting_independently_because_no_marshal_is_appointed| I am acting independently, because no marshal is appointed.
; str__i_am_acting_independently_because_our_marshal_is_currently_indisposed| I am acting independently, because our marshal is currently indisposed.
; str__i_am_acting_independently_because_our_realm_is_currently_not_on_campaign| I am acting independently, because our realm is currently not on campaign.
; str__i_am_not_accompanying_the_marshal_because_i_fear_that_he_may_lead_us_into_disaster| I am not accompanying the marshal, because I fear that he may lead us into disaster.
