str_yes|Si.
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} Gli scontri sono cominciati in tempi relativamente recenti, e la guerra potrebbe continuare ancora per qualche tempo.
str__however_the_truce_is_no_longer_binding_on_the_s14| Tuttavia, la tregua non è più vincolante per il {s14}
; str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^^* Bound by truce not to attack the {s14}.{s18} The truce will expire in {reg1} days.
; str_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_the_alliance_will_expire_in_reg1_days|{s21}^^* The {s5} has an alliance with {s14}.{s18} The alliance will expire in {reg1} days.
; str_alliance_durantion_days_expire|{s21}^^* The {s5} has formalized an alliance with the {s14}.{s18} The alliance will expire in {reg1} days.
; str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war|{s21}^^* The {s5} has recently suffered provocation by subjects of the {s14}, and there is a risk of war.
; str_s21__the_s5_has_no_outstanding_issues_with_the_s14|{s21}^^* The {s5} has no outstanding issues with the {s14}.
; str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21}^^* The {s14} was recently provoked by subjects of the {s5}, and there is a risk of war.^
; str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|The {s5} is ruled by {s6}.^^It occupies:^{s8}.^^Its vassals are:^{s10}.^^{s21}
; str_assigned_lord_reputation_and_relations_cheat_mode_reg3|Assigned lord reputation and relations, cheat mode: {reg3}
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} uccisi o gravemente feriti, {reg5} con ferite minori, {reg6} scappati
str_reg4_killed_reg5_routed|{reg4} uccisi o gravemente feriti, {reg5} scappati
str_reg4_killed_reg5_wounded|{reg4} uccisi o gravemente feriti, {reg5} con ferite minori
; str_reg4_wounded_reg5_routed|{reg4} minor wounded, {reg5} routed
str_s4_awarded_to_s5|{s4} assegnato a {s5}
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|Calcolando la possibilta' per {s4}, forza di {reg3} contro {reg4} nemici
str_current_wealth_reg1_taxes_last_collected_from_s4|Ricchezza attuale: {reg1}. Tasse raccolte ultimamente da {s4}
str_no_relation|nessun rapporto
str_wife|moglie
str_husband|marito
str_father|padre
str_mother|madre
str_daughter|figlia
str_son|figlio
str_sister|sorella
str_brother|fratello
str_niece|nipote
str_nephew|nipote
str_aunt|zia
str_uncle|zio
str_cousin|cugino
str_daughterinlaw|nuora
str_soninlaw|genero
str_motherinlaw|suocera
str_fatherinlaw|suocero
str_sisterinlaw|cognata
str_brotherinlaw|cognato
str_print_party_members_entered|i membri del gruppo sono entrati
str_num_companion_stacks_=_reg10|numero di compagni = {reg10}
str_someone|qualcuno
; str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|I take what work I can, {reg59?madame:sir}. I carry water, or help the merchants with their loads, or help build things, if there are things to be built.
; str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {reg59?madame:sir}. There's no work to be had around here these days.
; str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {reg59?madame:sir}. I have no land of my own, and there's no work to be had around here these days.
; str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|Why, I'm still living off of your kindness and goodness, {reg59?madame:sir}. Hopefully there will be work, shortly.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|Io lavoro nei campi, fuori le mura dove coltiviamo il grano. Ma non ne cresce abbastanza per sfamare tutti e dobbiamo comprare il grano importato dalle terre vicine.
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|Io lavoro principalmente nei campi, a coltivare il grano. In città fanno il pane, la birra e a volte fiocchi d'avena.
; str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|I work in the breweries, making ale. The poor folk drink a lot of it, as it's cheaper than mead. We make it with grain brought in from the countryside.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|Io lavoro in un mulino, macinando la farina per fare il pane. Costa poco e riempie lo stomaco.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|Io mi prendo cura del bestiame e ne prendo il latte, affinchè possa essere prodotto il formaggio. Poi durante la macellazione, ne saliamo le carni e le lasciamo essiccare per preservarle. Infine mandiamo le pelli in città perché vengano lavorate.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|Io mi prendo cura del bestiame e ne prendo il latte, affinchè possa essere prodotto il formaggio. Poi durante la macellazione, ne saliamo le carni e le lasciamo essiccare per preservarle. Infine mandiamo le pelli in città perché vengano lavorate.
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|Io mi prendo cura delle pecore. Mandiamo la lana in città per farla lavorare e facciamo le salsicce una volta abbattuto il gregge.
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|Lavoro con il telaio, filando la lana. È tra le stoffe più economiche ma tiene la gente al caldo.
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|Sono il membro di un equipaggio di pescherecci. Saliamo e affumichiamo il pesce, per venderlo in terre lontane.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|Io vendo il sale. Ne hanno bisogno per preservare carne e pesce.
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|Lavoro in una miniera di ferro vicino la scogliera. Viene usato per costruire utensili e vari beni.
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|Lavoro la ceramica, che le persone usano per trasportare grano o acqua.
; str_trade_explanation_tools|I work in a smithy, {reg59?madame:sir}, making all sorts of ironware -- knives, axes, pots, plough-blades, scythes, hammers, anvils, tongs, adzes, saws, nails, horseshoes, firesteel, braziers, and of course arms and armor for your excellencies.
; str_trade_explanation_tar|I work in a tar kiln, producing tar from pine wood brought in from the countryside. If you can afford it, our tar has a hundred uses – to waterproof sails and boats or to protect leather.
; str_trade_explanation_linen|I weave linen, using flax brought in from the surrounding countryside. It's makes a tough, light fabric, {reg59?madame:sir} -- good for summer clothing, sails for boats, and the like.
; str_trade_explanation_silver|I work in one of this town's silver smithies, carefully making the jewelry for which we are known. We use the precious metal brought from the German silver mines of the Harz Mountains, to make of it the finest and most expensive ornaments that can be found in the land.
; str_trade_explanation_mead|I work in a mead factory, collecting honey from the beehives to put into barrels. I mix it with pure water, for fermenting. Mead is cheaper than wine and more renowned than beer. No feast can be held without it.
; str_trade_explanation_apples|I'm just coming in from the orchards, where we grow apples. We dry them for storage, or it can also be made into cider or vinegar.
; str_trade_explanation_barley|I work in the barley fields, growing corn to feed the cattle and to make ale to quench the thirst of the commons.
; str_trade_explanation_ivory|I sail to the far north to hunt walrus on the remote beaches of the icy land beyond the ocean. These marine beast have two prominent tusks of fine ivory. Back home, carvers make a lot of precious objects with this hard, expensive and pure white material.
; str_trade_explanation_leatherwork|I work in the tanneries outside the walls, turning cured hides from the countryside into good, supple leather. It's foul work, and I come home stinking of urine, dung, and lime -- but that's where your boots, saddles, and bridles come from, {reg59?my lady:sir}.
; str_trade_explanation_flax|I sew and harvest linseed, and rot the stems to make flax fibers. That's the source of your fine linens, {reg59?my lady:sir} -- a rotting pit on the edge of a field.
; str_trade_explanation_soapstone|I work in a quarry of soapstone. This stone can be hewed directly from the rock face and shaped to be sold here and abroad. Soapstone is relatively soft and can be easily carved, so it’s used for sculpture or bowls.
; str_trade_explanation_venison|I hunt deer in the forest and work in a smokehouse, in which I smoke meat to preserve it for long periods. During the cold season, and even in summer, venison is the finest meal you can eat.
; str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15|{s14} I hear that you can find a good price for it in {s15}.
str_s2s_rebellion|Rivolta di {s2}
str_political_suggestion|Suggerimento politico
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless|Instabilità: {reg0}% dei lord sono scontenti, {reg1}% sono inquieti
; str_reg1shehe_is_prisoner_of_s1|{reg1?She:He} is prisoner of the {s1}.
str_s39_rival|{s39} (rivale)
str_s41_s39_rival|{s41}, {s39} (rivale)
; str_reputation_cheat_mode_only_martial_|Reputation (cheat mode only): Martial^
; str_reputation_cheat_mode_only_debauched_|Reputation (cheat mode only): Debauched^
; str_reputation_cheat_mode_only_pitiless_|Reputation (cheat mode only): Pitiless^
; str_reputation_cheat_mode_only_calculating_|Reputation (cheat mode only): Calculating^
; str_reputation_cheat_mode_only_quarrelsome_|Reputation (cheat mode only): Quarrelsome^
; str_reputation_cheat_mode_only_goodnatured_|Reputation (cheat mode only): Good-natured^
; str_reputation_cheat_mode_only_upstanding_|Reputation (cheat mode only): Upstanding^
; str_reputation_cheat_mode_only_conventional_|Reputation (cheat mode only): Conventional^
; str_reputation_cheat_mode_only_adventurous_|Reputation (cheat mode only): Adventurous^
; str_reputation_cheat_mode_only_romantic_|Reputation (cheat mode only): Romantic^
; str_reputation_cheat_mode_only_moralist_|Reputation (cheat mode only): Moralist^
; str_reputation_cheat_mode_only_ambitious_|Reputation (cheat mode only): Ambitious^
; str_reputation_cheat_mode_only_reg11_|Reputation (cheat mode only): {reg11}^
; str_reputation_only_martial_|As far as you know, his personality seems to be Martial^
; str_reputation_only_debauched_|As far as you know, his personality seems to be Debauched^
; str_reputation_only_pitiless_|As far as you know, his personality seems to be Pitiless^
; str_reputation_only_calculating_|As far as you know, his personality seems to be Calculating^
; str_reputation_only_quarrelsome_|As far as you know, his personality seems to be Quarrelsome^
; str_reputation_only_goodnatured_|As far as you know, his personality seems to be Good-natured^
; str_reputation_only_upstanding_|As far as you know, his personality seems to be Upstanding^
; str_reputation_only_conventional_|As far as you know, his personality seems to be Conventional^
; str_reputation_only_adventurous_|As far as you know, his personality seems to be Adventurous^
; str_reputation_only_romantic_|As far as you know, his personality seems to be Romantic^
; str_reputation_only_moralist_|As far as you know, his personality seems to be Moralist^
; str_reputation_only_ambitious_|As far as you know, his personality seems to be Ambitious^
; str_reputation_only_reg11_|Reputation (cheat mode only): {reg11}^
